记录ID,用户ID,购买商品数量,商品ID,购买总金额(元),购买时间,是否退款
9249,79,5,"1449,1609,1081,1878,1279",4876.39,2024-05-28 17:32:00,否
9250,60,1,1692,49.17,2024-10-11 10:08:00,否
9251,26,5,"1615,1403,1862,1966,1284",4384.78,2024-06-16 02:00:00,否
9252,79,3,"1163,1089,1237",6537.97,2024-04-24 01:46:00,是
9253,98,1,1044,60.93,2024-05-23 16:19:00,否
9254,47,2,"1377,1168",5002.57,2024-08-05 16:55:00,否
9255,69,3,"1606,1924,1809",8394.02,2024-04-04 00:02:00,否
9256,62,1,1477,83.43,2024-02-24 01:35:00,否
9257,30,4,"1896,1360,1761,1166",2066.1,2024-02-13 08:03:00,否
9258,84,4,"1758,1725,1217,1254",2998.92,2024-04-23 19:17:00,否
9259,76,5,"1849,1704,1024,1302,1712",2707.89,2024-08-01 11:04:00,否
9260,25,3,"1643,1206,1804",5363.43,2024-03-25 17:01:00,否
9261,67,1,1505,5.58,2024-01-06 10:25:00,否
9262,81,4,"1749,1679,1971,1652",6611.91,2024-09-20 19:25:00,否
9263,6,3,"1417,1523,1161",5140.43,2024-04-13 12:24:00,否
9264,63,2,"1717,1934",746.1,2024-01-28 07:17:00,否
9265,2,1,1500,155.81,2024-02-24 02:29:00,是
9266,15,4,"1993,1547,1790,1254",1966.89,2024-06-30 13:11:00,否
9267,27,4,"1438,1192,1092,1687",5804.4,2024-10-04 14:12:00,否
9268,88,2,"1559,1251",1458.24,2024-01-08 03:15:00,否
9269,88,3,"1054,1757,1289",1510.11,2024-01-25 13:26:00,否
9270,78,4,"1420,1897,1636,1717",6575.12,2024-11-30 19:42:00,否
9271,95,1,1649,803.49,2024-03-26 08:46:00,是
9272,85,2,"1141,1277",1019.33,2024-09-29 13:49:00,否
9273,92,4,"1551,1827,1616,1689",1645.5,2024-02-08 17:11:00,否
9274,20,2,"1502,1223",2770.09,2024-08-08 23:54:00,否
9275,17,2,"1264,1360",182.29,2024-05-21 12:45:00,否
9276,83,3,"1360,1520,1277",3360.62,2024-07-07 22:31:00,否
9277,26,4,"1143,1159,1686,1869",2462.89,2024-04-21 19:34:00,否
9278,93,2,"1193,1785",3636.64,2024-05-26 03:09:00,否
9279,51,1,1132,483.24,2024-03-03 07:11:00,否
9280,2,1,1443,2610.13,2024-06-25 04:49:00,否
9281,60,3,"1705,1282,1485",6323.19,2024-08-19 20:35:00,否
9282,38,2,"1336,1611",2353.09,2024-08-07 18:00:00,否
9283,38,1,1357,1216.65,2024-10-24 10:45:00,否
9284,80,2,"1091,1699",3943.05,2024-06-21 03:20:00,否
9285,6,1,1163,4916.15,2024-12-03 09:25:00,否
9286,43,3,"1211,1873,1008",2926.84,2024-10-05 17:21:00,否
9287,90,3,"1200,1730,1354",1891.18,2024-06-30 04:58:00,否
9288,33,1,1300,675.94,2024-07-06 23:53:00,否
9289,16,2,"1357,1388",1914.9,2024-05-03 00:47:00,否
9290,50,3,"1849,1219,1092",3862.5,2024-06-03 01:52:00,否
9291,54,1,1209,175.33,2024-04-25 12:03:00,否
9292,72,3,"1667,1823,1263",1547.78,2024-04-17 16:22:00,否
9293,43,1,1764,1864.49,2024-03-14 07:59:00,否
9294,82,1,1506,562.06,2024-04-20 02:32:00,否
9295,67,1,2000,1084.17,2024-07-07 08:53:00,否
9296,100,3,"1190,1496,1866",1776.91,2024-12-22 09:17:00,否
9297,63,3,"1039,1061,1779",220.2,2024-10-23 05:14:00,否
9298,10,2,"1559,1530",1561.26,2024-06-07 10:21:00,否
9299,58,2,"1874,1879",4457.88,2024-02-21 09:39:00,否
9300,14,3,"1081,1639,1185",1902.41,2024-07-17 19:32:00,否
9301,22,2,"1624,1343",2445.48,2024-11-04 12:23:00,否
9302,11,1,1887,2638.15,2024-12-19 02:58:00,否
9303,98,2,"1162,1303",2386.96,2024-05-29 19:57:00,否
9304,63,1,1930,1698.11,2024-03-11 04:22:00,否
9305,5,1,1209,175.33,2024-05-16 01:51:00,否
9306,85,5,"1647,1444,1190,1006,1902",3425.2,2024-02-02 10:42:00,否
9307,18,3,"1394,1334,1484",3461.59,2024-02-17 03:26:00,否
9308,57,1,1276,218.19,2024-02-08 13:24:00,否
9309,37,2,"1417,1935",1152.02,2024-10-29 05:57:00,否
9310,58,1,1792,139.77,2024-02-06 13:28:00,否
9311,37,2,"1583,1043",982.64,2024-06-29 14:08:00,否
9312,43,1,1559,1287.72,2024-02-10 20:10:00,否
9313,5,3,"1846,1092,1112",5104.62,2024-06-19 08:28:00,是
9314,46,3,"1534,1670,1379",1730.35,2024-03-16 19:18:00,否
9315,89,2,"1474,1361",2619.34,2024-10-07 22:13:00,否
9316,4,2,"1236,1775",398.37,2024-04-17 10:42:00,否
9317,76,1,1206,33.46,2024-12-18 03:41:00,否
9318,92,3,"1325,1769,1221",4360.26,2024-04-15 23:14:00,否
9319,1,4,"1462,1654,1988,1074",5383.0,2024-07-20 03:02:00,否
9320,63,4,"1716,1973,1224,1576",1296.5,2024-08-01 04:42:00,否
9321,39,3,"1007,1523,1601",8281.48,2024-03-21 19:26:00,否
9322,67,3,"1642,1933,1733",5028.67,2024-12-25 08:33:00,否
9323,74,3,"1772,1080,1022",2363.09,2024-11-25 02:47:00,否
9324,72,4,"1308,1362,1417,1482",5695.74,2024-07-04 02:33:00,否
9325,15,4,"1052,1514,1647,1188",3971.26,2024-04-04 12:02:00,否
9326,21,3,"1401,1302,1229",2139.56,2024-11-10 08:34:00,否
9327,26,4,"1339,1983,1769,1927",8791.19,2024-01-21 01:08:00,否
9328,41,4,"1986,1956,1207,1386",1719.93,2024-06-15 20:26:00,否
9329,93,5,"1426,1241,1277,1862,1785",4266.21,2024-01-01 15:47:00,否
9330,62,1,1607,739.52,2024-09-04 05:50:00,否
9331,72,1,1535,580.41,2024-09-05 12:32:00,否
9332,44,1,1109,1555.2,2024-09-19 06:02:00,否
9333,55,2,"1082,1507",2083.51,2024-12-03 05:17:00,否
9334,34,2,"1897,1767",1651.67,2024-02-27 22:48:00,否
9335,9,5,"1903,1137,1656,1485,1491",4589.89,2024-03-06 03:06:00,否
9336,91,2,"1979,1207",835.19,2024-01-25 06:36:00,否
9337,27,3,"1627,1115,1025",6074.35,2024-03-24 16:01:00,否
9338,19,3,"1253,1921,1724",2117.82,2024-09-01 11:52:00,否
9339,60,2,"1494,1172",5646.05,2024-11-17 08:02:00,否
9340,41,4,"1319,1761,1882,1196",2348.25,2024-06-23 01:23:00,否
9341,42,2,"1864,1368",2125.96,2024-09-25 17:43:00,否
9342,87,3,"1519,1148,1363",2859.81,2024-04-03 08:11:00,否
9343,88,5,"1450,1603,1756,1104,1300",1756.72,2024-04-15 10:53:00,否
9344,70,1,1117,4804.52,2024-05-13 04:08:00,否
9345,85,1,1518,77.87,2024-12-01 17:51:00,否
9346,61,1,1478,1712.75,2024-12-03 03:57:00,否
9347,48,5,"1290,1664,1368,1387,1947",8069.15,2024-10-14 03:07:00,否
9348,54,1,1551,577.66,2024-04-02 18:07:00,否
9349,79,3,"1446,1456,1458",6544.98,2024-06-06 17:55:00,否
9350,23,3,"1865,1847,1637",2941.47,2024-08-16 06:15:00,否
9351,94,3,"1572,1717,1314",1866.47,2024-05-01 12:46:00,否
9352,80,3,"1088,1042,1913",1330.42,2024-09-28 05:27:00,否
9353,93,3,"1356,1002,1203",978.21,2024-01-28 23:45:00,否
9354,27,4,"1902,1559,1670,1731",1740.06,2024-08-10 06:18:00,否
9355,79,1,1161,1506.63,2024-07-24 07:23:00,否
9356,18,1,1057,1177.98,2024-03-28 10:32:00,否
9357,85,4,"1784,1080,1635,1137",4643.02,2024-08-26 02:26:00,否
9358,17,1,1142,1615.7,2024-02-27 00:42:00,否
9359,95,1,1533,1460.88,2024-07-23 01:11:00,否
9360,41,3,"1864,1105,1889",6612.77,2024-10-01 07:10:00,否
9361,71,1,1556,2835.42,2024-08-22 19:16:00,否
9362,8,1,1492,168.18,2024-02-03 13:57:00,否
9363,68,1,1385,1458.72,2024-07-22 14:17:00,否
9364,83,3,"1728,1164,1034",1387.38,2024-10-20 23:57:00,否
9365,10,5,"1579,1651,1341,1981,1275",6304.79,2024-12-25 02:46:00,否
9366,42,3,"1114,1231,1762",1571.93,2024-08-28 01:31:00,否
9367,43,3,"1466,1155,1281",2775.84,2024-12-16 19:31:00,否
9368,3,2,"1123,1674",1196.62,2024-08-23 04:02:00,否
9369,61,4,"1266,1933,1810,1914",6856.72,2024-08-18 19:05:00,否
9370,57,4,"1036,1743,1547,1942",6110.7,2024-07-06 16:34:00,否
9371,90,1,1624,151.19,2024-08-01 12:22:00,否
9372,17,1,1440,161.0,2024-12-14 14:09:00,否
9373,75,3,"1675,1228,1960",6097.57,2024-06-29 01:00:00,否
9374,37,3,"1745,1501,1587",341.41,2024-12-31 18:41:00,否
9375,58,4,"1699,1201,1375,1403",8223.97,2024-01-03 15:29:00,否
9376,78,2,"1981,1516",2310.86,2024-11-02 10:13:00,否
9377,11,3,"1527,1464,1728",6959.29,2024-07-26 19:50:00,否
9378,63,1,1595,1784.83,2024-08-27 13:19:00,否
9379,82,1,1517,804.88,2024-09-29 03:52:00,否
9380,67,1,1438,1409.16,2024-10-23 08:38:00,否
9381,11,1,1747,1286.99,2024-08-05 00:57:00,否
9382,2,3,"1382,1327,1823",1161.58,2024-03-30 08:36:00,否
9383,78,2,"1062,1126",5180.18,2024-10-22 16:18:00,否
9384,70,2,"1151,1558",3358.18,2024-09-06 19:19:00,否
9385,43,3,"1827,1665,1267",5535.74,2024-01-25 23:10:00,否
9386,84,1,1367,2246.92,2024-07-26 11:58:00,否
9387,20,2,"1418,1760",2891.74,2024-04-09 21:59:00,否
9388,5,3,"1220,1848,1263",1936.79,2024-11-27 11:27:00,否
9389,15,2,"1196,1949",1923.69,2024-02-10 03:08:00,否
9390,91,3,"1804,1279,1471",2927.8,2024-04-17 21:01:00,否
9391,51,1,1530,273.54,2024-07-07 11:47:00,否
9392,36,1,1996,579.54,2024-05-09 08:16:00,是
9393,77,2,"1384,1139",266.67,2024-04-24 02:16:00,否
9394,45,4,"1591,1664,1984,1825",6017.73,2024-12-30 13:03:00,否
9395,2,1,1417,225.32,2024-07-07 07:52:00,否
9396,31,1,1047,3401.63,2024-10-27 10:57:00,否
9397,58,2,"1873,1682",1398.23,2024-11-09 05:48:00,否
9398,26,3,"1344,1336,1116",3427.11,2024-11-19 15:25:00,否
9399,23,4,"1610,1146,1495,1729",6701.33,2024-02-05 00:00:00,否
9400,25,4,"1312,1379,1328,1859",3565.01,2024-10-18 13:01:00,否
9401,77,3,"1635,1440,1341",4517.53,2024-07-10 23:01:00,否
9402,95,5,"1616,1343,1928,1045,1468",5193.68,2024-10-09 00:08:00,否
9403,79,3,"1066,1664,1489",2997.28,2024-11-27 14:08:00,否
9404,40,2,"1696,1545",2342.64,2024-10-28 17:28:00,否
9405,39,4,"1534,1165,1759,1264",2326.54,2024-05-06 18:35:00,否
9406,88,3,"1677,1905,1313",986.51,2024-02-15 17:54:00,否
9407,2,2,"1022,1683",2190.24,2024-02-17 03:48:00,否
9408,71,2,"1922,1580",788.56,2024-02-10 21:07:00,否
9409,12,3,"1113,1484,1096",677.62,2024-12-12 21:46:00,否
9410,50,1,1180,2661.79,2024-08-22 08:09:00,否
9411,82,3,"1340,1418,1424",3643.49,2024-09-19 17:09:00,否
9412,43,4,"1805,1196,1696,1613",1282.05,2024-06-13 23:58:00,否
9413,73,1,1257,551.43,2024-01-06 00:59:00,否
9414,94,1,1669,1761.92,2024-06-06 16:54:00,否
9415,87,5,"1026,1896,1453,1616,1556",6913.6,2024-02-05 04:20:00,否
9416,47,5,"1518,1950,1319,1228,1078",8709.8,2024-12-21 17:08:00,否
9417,94,1,1835,1288.59,2024-11-29 13:16:00,否
9418,65,1,1079,1537.11,2024-10-27 17:01:00,否
9419,52,1,1597,574.76,2024-03-20 23:45:00,否
9420,3,3,"1767,1895,1144",2163.46,2024-05-05 23:47:00,否
9421,38,1,1134,1414.92,2024-01-19 08:08:00,否
9422,100,2,"1059,1960",2051.26,2024-02-09 13:08:00,否
9423,2,3,"1846,1085,1191",898.91,2024-05-08 08:47:00,否
9424,34,1,1692,49.17,2024-01-02 14:01:00,否
9425,4,1,1636,1217.45,2024-05-05 01:08:00,否
9426,60,2,"1747,1742",1472.64,2024-07-07 10:46:00,否
9427,17,1,1097,590.28,2024-04-03 00:09:00,否
9428,19,3,"1240,1761,1556",3319.08,2024-06-04 21:38:00,否
9429,75,4,"1198,1848,1032,1115",3568.02,2024-08-15 15:59:00,否
9430,43,5,"1492,1827,1971,1864,1882",3627.66,2024-03-28 23:08:00,否
9431,95,2,"1845,1307",5039.5,2024-06-29 01:16:00,否
9432,65,1,1330,792.57,2024-08-14 21:52:00,否
9433,19,4,"1768,1949,1495,1457",6940.23,2024-04-25 04:02:00,否
9434,36,1,1391,290.61,2024-08-04 18:26:00,否
9435,55,4,"1265,1458,1933,1900",7704.14,2024-11-19 03:39:00,否
9436,67,3,"1838,1922,1852",3231.1,2024-04-15 18:23:00,否
9437,82,1,1874,4090.5,2024-08-15 13:08:00,否
9438,83,3,"1473,1098,1046",1639.05,2024-08-09 21:51:00,否
9439,6,3,"1240,1573,1254",2595.13,2024-08-08 07:03:00,否
9440,70,3,"1853,1592,1369",2966.63,2024-05-11 18:01:00,否
9441,18,1,1862,90.57,2024-07-26 11:43:00,否
9442,30,3,"1191,1524,1997",1718.94,2024-11-05 03:30:00,否
9443,44,1,1252,698.0,2024-12-03 15:49:00,否
9444,90,1,1274,1858.49,2024-01-05 11:55:00,否
9445,22,1,1422,1021.68,2024-06-10 22:53:00,否
9446,23,1,1639,686.42,2024-08-02 18:34:00,否
9447,21,4,"1903,1750,1617,1101",2513.1,2024-02-13 16:55:00,否
9448,22,4,"1467,1002,1765,1791",4075.61,2024-01-17 11:03:00,否
9449,27,3,"1159,1160,1728",1972.85,2024-02-27 09:24:00,否
9450,75,2,"1015,1421",3368.59,2024-06-23 14:10:00,否
9451,53,3,"1612,1174,1576",626.29,2024-12-01 10:52:00,否
9452,19,2,"1053,1943",3184.93,2024-05-14 21:23:00,否
9453,79,1,1833,1947.72,2024-09-05 05:50:00,否
9454,38,2,"1969,1596",3786.64,2024-01-30 00:55:00,否
9455,2,1,1145,1053.78,2024-02-13 06:24:00,否
9456,15,2,"1535,1614",2368.17,2024-07-28 17:26:00,否
9457,100,4,"1229,1536,1965,1631",8842.75,2024-10-07 04:58:00,否
9458,41,1,1495,3733.19,2024-09-12 14:09:00,否
9459,25,1,1186,1549.33,2024-04-19 06:57:00,否
9460,23,2,"1983,1711",5841.81,2024-02-27 16:24:00,否
9461,99,2,"1877,1816",1573.33,2024-11-27 02:10:00,否
9462,77,1,1936,1056.0,2024-06-21 11:38:00,否
9463,55,3,"1642,1573,1082",3676.25,2024-09-07 17:24:00,否
9464,5,2,"1528,1268",1049.81,2024-01-31 09:09:00,否
9465,17,2,"1316,1414",5884.48,2024-05-29 22:19:00,否
9466,91,2,"1001,1896",1385.07,2024-07-04 14:17:00,否
9467,6,1,1787,292.8,2024-10-30 15:00:00,是
9468,96,2,"1083,1379",2544.44,2024-11-17 03:44:00,否
9469,31,3,"1476,1713,1858",2450.92,2024-02-27 23:47:00,否
9470,70,4,"1761,1648,1152,1662",5988.98,2024-06-19 12:28:00,否
9471,33,2,"1914,1746",1028.46,2024-08-23 03:33:00,否
9472,91,4,"1043,1043,1323,1615",2335.46,2024-02-04 21:40:00,否
9473,47,1,1646,109.84,2024-08-13 13:57:00,否
9474,10,4,"1687,1753,1415,1092",4661.24,2024-10-18 15:16:00,否
9475,63,4,"1745,1869,1377,1852",7834.16,2024-05-23 22:36:00,否
9476,56,4,"1914,1700,1250,1990",6226.55,2024-10-30 17:32:00,否
9477,59,2,"1280,1926",4837.6,2024-08-19 13:24:00,否
9478,94,1,1433,1601.71,2024-09-22 22:23:00,否
9479,54,1,1154,170.58,2024-10-24 21:30:00,否
9480,69,2,"1966,1345",973.57,2024-02-02 04:07:00,否
9481,98,4,"1187,1684,1071,1921",7396.9,2024-10-18 13:35:00,否
9482,40,1,1980,2259.62,2024-05-19 17:53:00,否
9483,62,4,"1798,1463,1491,1743",5637.89,2024-01-28 20:02:00,否
9484,53,1,1971,544.56,2024-07-15 18:44:00,否
9485,22,2,"1925,1400",440.37,2024-11-24 00:29:00,否
9486,2,1,1276,218.19,2024-11-12 05:00:00,否
9487,96,1,1406,620.44,2024-12-12 19:03:00,否
9488,47,3,"1204,1306,1845",967.65,2024-12-29 05:19:00,否
9489,45,3,"1748,1779,1463",796.74,2024-01-22 12:59:00,否
9490,2,2,"1807,1924",3804.83,2024-12-18 19:50:00,否
9491,24,3,"1748,1102,1160",809.0,2024-05-05 13:54:00,否
9492,33,3,"1780,1422,1617",3198.2,2024-04-16 14:56:00,否
9493,64,3,"1856,1761,1631",5784.72,2024-02-15 13:23:00,否
9494,20,2,"1562,1404",1725.11,2024-04-09 01:19:00,否
9495,98,4,"1414,1858,1856,1725",7960.15,2024-11-26 03:49:00,否
9496,87,1,1016,139.35,2024-07-12 06:13:00,否
9497,74,1,1176,863.65,2024-09-27 04:51:00,否
9498,74,4,"1288,1128,1133,1587",3245.67,2024-08-11 08:36:00,否
9499,35,3,"1544,1752,1209",3971.09,2024-03-26 22:46:00,否
9500,91,1,1803,3656.83,2024-10-15 00:02:00,否
9501,63,3,"1539,1787,1111",2276.91,2024-05-17 05:44:00,否
9502,79,3,"1582,1768,1426",644.67,2024-10-21 16:11:00,否
9503,88,1,1039,72.34,2024-07-15 15:03:00,否
9504,94,2,"1438,1710",1810.38,2024-11-17 22:08:00,是
9505,19,1,1617,243.28,2024-12-16 08:54:00,否
9506,82,1,1436,3369.89,2024-09-02 00:43:00,否
9507,51,1,1648,3775.04,2024-02-16 09:10:00,否
9508,26,2,"1899,1830",958.93,2024-11-20 07:34:00,否
9509,78,2,"1193,1040",1468.69,2024-11-19 16:10:00,否
9510,73,1,1784,1630.58,2024-09-18 11:40:00,否
9511,24,4,"1489,1231,1684,1669",3595.77,2024-02-01 07:32:00,否
9512,15,1,1869,268.63,2024-12-07 10:56:00,否
9513,97,2,"1547,1949",1658.45,2024-11-17 05:03:00,否
9514,22,1,1981,662.19,2024-11-02 17:44:00,否
9515,8,3,"1358,1018,1756",1866.58,2024-09-16 15:11:00,否
9516,14,1,1349,786.41,2024-12-11 10:18:00,否
9517,60,4,"1982,1225,1506,1721",2267.25,2024-12-15 16:31:00,否
9518,46,4,"1644,1455,1922,1300",3901.41,2024-03-13 12:18:00,否
9519,95,2,"1594,1650",1817.87,2024-11-02 15:55:00,否
9520,25,2,"1304,1645",729.6,2024-01-25 21:41:00,否
9521,32,2,"1742,1685",1273.31,2024-02-15 15:39:00,否
9522,42,4,"1618,1286,1780,1889",6653.97,2024-02-23 04:47:00,否
9523,95,2,"1809,1344",2687.25,2024-06-24 14:59:00,否
9524,78,2,"1174,1756",671.34,2024-10-17 01:55:00,否
9525,90,2,"1835,1346",2002.67,2024-10-26 10:30:00,否
9526,27,4,"1071,1186,1111,1499",8412.15,2024-07-15 17:12:00,否
9527,17,3,"1542,1065,1257",1567.48,2024-04-10 04:17:00,否
9528,31,2,"1777,1859",3236.69,2024-09-29 04:13:00,否
9529,64,3,"1036,1881,1347",2308.13,2024-09-17 15:49:00,否
9530,78,4,"1728,1023,1908,1143",6329.1,2024-06-05 17:16:00,是
9531,63,3,"1756,1987,1210",2342.95,2024-11-12 14:17:00,否
9532,14,1,1951,1152.16,2024-12-06 11:38:00,否
9533,87,2,"1275,1414",5993.19,2024-09-23 23:41:00,否
9534,70,2,"1354,1694",959.59,2024-02-08 20:01:00,否
9535,61,1,1797,3274.71,2024-06-25 07:18:00,否
9536,95,1,1777,2773.66,2024-08-30 20:51:00,否
9537,90,1,1130,744.04,2024-12-01 13:35:00,否
9538,48,1,1577,1216.6,2024-03-31 11:31:00,否
9539,42,4,"1386,1369,1678,1257",1558.03,2024-04-22 20:27:00,否
9540,24,2,"1991,1766",475.9,2024-07-11 17:56:00,否
9541,25,3,"1661,1384,1277",4918.84,2024-03-27 20:58:00,否
9542,11,1,1891,61.74,2024-09-21 20:43:00,否
9543,90,1,1709,2348.55,2024-06-14 03:02:00,否
9544,16,4,"1701,1280,1384,1579",1145.05,2024-02-05 13:20:00,否
9545,17,2,"1346,1564",3486.93,2024-11-08 05:52:00,否
9546,16,3,"1902,1553,1731",1622.96,2024-10-09 07:24:00,否
9547,71,5,"1446,1572,1185,1133,1036",3038.15,2024-10-27 17:47:00,否
9548,38,2,"1060,1425",970.92,2024-09-02 21:57:00,否
9549,49,4,"1934,1776,1008,1038",6205.13,2024-12-05 15:02:00,否
9550,79,4,"1074,1576,1254,1415",3138.97,2024-09-10 20:57:00,是
9551,100,3,"1198,1624,1453",1476.67,2024-02-06 15:08:00,否
9552,72,2,"1069,1471",2377.73,2024-06-14 09:09:00,否
9553,51,4,"1037,1412,1497,1378",2411.48,2024-12-29 13:51:00,否
9554,97,2,"1273,1847",1456.44,2024-05-28 18:28:00,否
9555,85,1,1455,711.46,2024-06-23 02:17:00,否
9556,17,3,"1509,1340,1146",1648.51,2024-10-07 02:52:00,否
9557,58,1,2000,1084.17,2024-11-23 11:29:00,否
9558,15,3,"1101,1112,1340",4167.44,2024-10-30 12:49:00,否
9559,67,3,"1104,1482,1305",2941.82,2024-10-20 08:17:00,否
9560,44,1,1116,197.5,2024-09-01 05:51:00,否
9561,5,4,"1452,1410,1004,1762",1839.54,2024-12-17 01:27:00,是
9562,63,2,"1076,1009",1117.21,2024-03-14 10:32:00,否
9563,33,4,"1086,1330,1398,1792",3382.59,2024-07-09 08:26:00,否
9564,12,2,"1616,1928",218.08,2024-01-08 12:18:00,否
9565,88,2,"1175,1834",4032.49,2024-07-08 01:05:00,否
9566,46,1,1719,148.9,2024-10-16 12:21:00,否
9567,19,2,"1921,1159",1811.68,2024-08-26 13:32:00,否
9568,19,2,"1137,1161",2503.1,2024-05-26 22:11:00,否
9569,58,1,1339,867.29,2024-06-02 12:30:00,否
9570,96,1,1571,1965.89,2024-10-16 00:31:00,否
9571,86,3,"1902,1052,1754",1334.47,2024-07-14 11:43:00,否
9572,12,1,1131,105.81,2024-05-13 20:17:00,否
9573,58,1,1083,1368.4,2024-07-25 06:41:00,否
9574,52,1,1356,703.12,2024-10-19 23:41:00,否
9575,3,4,"1009,1153,1907,1253",1979.63,2024-08-05 14:59:00,是
9576,33,4,"1408,1095,1645,1403",4448.3,2024-09-24 16:17:00,否
9577,30,5,"1828,1514,1837,1937,1691",4757.26,2024-08-17 12:50:00,否
9578,10,4,"1051,1675,1906,1182",2703.75,2024-06-12 18:06:00,否
9579,37,4,"1165,1783,1574,1593",2753.25,2024-03-16 05:56:00,否
9580,61,5,"1622,1422,1537,1102,1785",5536.64,2024-02-15 09:57:00,否
9581,99,1,1991,170.03,2024-07-01 03:01:00,否
9582,75,1,1604,1208.17,2024-10-03 03:51:00,否
9583,23,3,"1548,1362,1269",4536.95,2024-12-11 07:41:00,否
9584,99,1,1239,4494.28,2024-09-03 16:53:00,是
9585,15,2,"1546,1102",422.7,2024-04-29 12:06:00,是
9586,11,3,"1976,1277,1423",3060.19,2024-09-18 02:44:00,否
9587,29,2,"1493,1517",935.83,2024-02-08 02:48:00,否
9588,91,1,1949,1628.05,2024-09-09 06:56:00,否
9589,16,1,1352,3791.97,2024-01-02 12:21:00,否
9590,81,1,1025,3609.81,2024-08-08 07:21:00,否
9591,32,4,"1400,1166,1065,1400",1573.04,2024-01-04 09:22:00,否
9592,45,1,1058,1093.98,2024-03-20 03:28:00,否
9593,24,2,"1096,1468",1731.1,2024-12-11 09:37:00,否
9594,23,4,"1364,1646,1582,1974",4040.56,2024-02-13 05:01:00,否
9595,45,4,"1753,1488,1245,1463",6579.75,2024-10-18 16:34:00,否
9596,5,4,"1985,1744,1677,1203",1751.94,2024-04-08 08:42:00,否
9597,56,3,"1884,1298,1864",3047.36,2024-11-16 22:37:00,否
9598,75,1,1708,1012.45,2024-08-27 23:39:00,否
9599,46,4,"1302,1394,1925,1266",3873.41,2024-06-06 02:37:00,否
9600,72,1,1004,433.69,2024-12-19 10:10:00,否
9601,38,1,1356,703.12,2024-03-01 03:20:00,否
9602,71,3,"1028,1176,1780",3451.63,2024-01-28 00:30:00,是
9603,14,1,1944,831.2,2024-06-14 05:08:00,否
9604,3,4,"1482,1846,1229,1128",6890.37,2024-02-21 10:13:00,否
9605,88,4,"1580,1478,1893,1394",5910.14,2024-01-02 16:16:00,是
9606,16,2,"1749,1890",1239.28,2024-10-25 19:44:00,否
9607,78,2,"1719,1657",1748.03,2024-07-08 13:17:00,否
9608,66,4,"1542,1170,1652,1133",3743.53,2024-09-29 07:50:00,否
9609,81,2,"1772,1163",5494.56,2024-03-23 21:49:00,否
9610,41,5,"1456,1086,1758,1856,1685",7603.17,2024-07-26 10:24:00,否
9611,73,2,"1937,1446",1560.1,2024-08-27 06:55:00,否
9612,81,4,"1790,1481,1041,1967",1498.41,2024-02-08 15:47:00,否
9613,33,1,1977,4351.24,2024-03-08 14:23:00,否
9614,1,2,"1530,1352",4065.51,2024-10-05 12:17:00,否
9615,53,1,1026,2596.72,2024-12-23 01:57:00,否
9616,65,2,"1620,1401",516.78,2024-09-14 11:46:00,否
9617,44,4,"1656,1018,1817,1573",4458.15,2024-04-14 03:46:00,否
9618,71,1,1095,1836.42,2024-06-03 09:56:00,否
9619,38,2,"1297,1098",1472.25,2024-09-12 10:10:00,否
9620,2,1,1319,778.83,2024-05-30 20:43:00,否
9621,69,2,"1315,1071",4807.05,2024-03-13 23:58:00,否
9622,54,2,"1005,1758",1817.27,2024-12-08 09:18:00,否
9623,58,1,1811,165.38,2024-03-13 10:34:00,否
9624,92,3,"1212,1469,1189",4919.14,2024-11-18 16:24:00,否
9625,90,4,"1345,1471,1526,1919",783.82,2024-02-28 11:04:00,否
9626,48,1,1235,463.5,2024-09-29 01:32:00,否
9627,77,1,1187,814.01,2024-12-09 09:15:00,否
9628,77,1,1591,3309.37,2024-06-10 19:19:00,否
9629,53,2,"1975,1349",3501.26,2024-07-28 05:47:00,否
9630,82,4,"1951,1104,1050,1219",4685.14,2024-12-02 13:49:00,否
9631,59,1,1442,459.51,2024-07-16 01:13:00,否
9632,77,4,"1884,1801,1969,1423",9732.38,2024-07-24 23:51:00,否
9633,66,2,"1777,1028",3428.4,2024-04-09 05:33:00,否
9634,42,1,1217,417.11,2024-02-08 07:12:00,否
9635,7,3,"1131,1411,1734",3864.5,2024-05-15 21:50:00,否
9636,55,1,1642,1776.14,2024-08-31 01:33:00,否
9637,28,4,"1315,1528,1743,1143",6221.73,2024-11-15 02:07:00,否
9638,12,2,"1841,1796",7160.24,2024-06-28 13:29:00,否
9639,26,3,"1459,1027,1981",1195.19,2024-10-31 11:00:00,否
9640,83,3,"1180,1038,1025",9956.78,2024-11-24 19:02:00,否
9641,48,1,1485,991.03,2024-07-29 14:09:00,否
9642,2,2,"1440,1160",238.29,2024-10-06 22:43:00,否
9643,38,3,"1045,1133,1319",2044.35,2024-09-18 20:35:00,否
9644,79,4,"1960,1945,1798,1056",3954.1,2024-02-11 14:23:00,是
9645,7,2,"1232,1743",6119.8,2024-09-02 11:21:00,否
9646,59,1,1816,102.7,2024-11-29 08:22:00,否
9647,74,5,"1820,1146,1245,1076,1060",5491.56,2024-10-31 22:20:00,否
9648,83,4,"1043,1391,1997,1039",2267.01,2024-10-31 13:15:00,否
9649,15,1,1849,308.84,2024-04-27 10:15:00,否
9650,96,2,"1997,1711",2573.65,2024-12-06 03:08:00,否
9651,61,1,1472,507.05,2024-06-17 17:49:00,否
